base_date,emd_nm,long_resd_pop_cnt,long_work_pop_cnt,long_visit_pop_cnt,long_nationality_AUS,long_nationality_BGD,long_nationality_CAN,long_nationality_CHN,long_nationality_DEU,long_nationality_EGY,long_nationality_ETC,long_nationality_FRA,long_nationality_GBR,long_nationality_IDN,long_nationality_IND,long_nationality_JPN,long_nationality_KAZ,long_nationality_KGZ,long_nationality_KHM,long_nationality_LKA,long_nationality_MGL,long_nationality_MMR,long_nationality_MYS,long_nationality_NGR,long_nationality_NPL,long_nationality_NZL,long_nationality_PAK,long_nationality_PHL,long_nationality_RUS,long_nationality_THA,long_nationality_TWN,long_nationality_UKR,long_nationality_USA,long_nationality_UZB,long_nationality_VNM
2018-04,도두동,75198.58150000001,1646.1202000000003,56719.4312,645,42,167,1411,6,1,419,41,121,321,26,140,10,6,733,12,193,35,56,2,681,18,9,134,72,173,580,1,346,109,1065
2018-04,동홍동,180225.84480000005,31586.4128,70970.94379999998,339,1,818,1437,15,1,824,45,317,978,59,720,39,29,723,138,40,159,42,0,304,29,137,911,20,12,19,2,1087,550,955
2018-04,봉개동,38346.73119999999,7924.938200000002,58314.56910000001,8,6,274,1327,2,1,429,47,90,1198,10,151,6,0,90,442,181,598,25,0,805,52,441,227,46,154,11,0,1042,63,1272
2018-04,삼도1동,77465.9854,3865.150500000001,41756.71050000001,13,1,537,1321,2,0,191,13,18,500,183,174,3,4,471,41,83,4,1,0,453,4,140,56,66,521,86,0,613,723,812
2018-04,삼도2동,59176.23840000001,7051.740899999999,64930.95360000001,10,1,377,1396,15,0,637,117,39,776,43,406,4,11,30,80,365,36,46,13,224,21,28,217,625,104,807,3,569,50,575
2018-04,삼양동,52920.287800000006,4971.3367,51132.964400000004,3,9,53,1426,2,1,800,7,10,560,35,491,4,4,722,858,500,108,2,0,863,16,129,798,16,37,10,1,610,495,943
2018-04,서홍동,59674.70809999999,388.7936,59112.411299999985,109,7,391,1333,10,1,204,21,33,1029,4,54,2,1,169,86,26,77,6,0,22,8,10,1077,2,6,10,0,870,9,1214
2018-04,성산읍,273098.30929999996,28762.415999999994,192386.22489999997,95,47,1042,1440,35,8,802,122,197,1440,794,259,725,4,727,1181,28,785,62,0,1075,147,255,1105,26,511,178,682,1385,98,1426
2018-04,송산동,57638.00539999999,6738.8365,69634.95869999999,11,9,191,1360,14,1,432,98,76,1063,73,25,0,0,5,541,7,19,1,0,26,9,85,22,2,4,4,1,920,67,1334
2018-04,아라동,982960.8575,43810.4013,190374.52049999998,729,730,881,1440,25,0,1288,73,972,1120,1398,1433,12,41,826,1369,1411,1144,2,0,959,12,1427,950,763,734,190,0,1324,650,1408
2018-04,안덕면,929273.6024000001,176036.51189999998,192184.9962,878,48,1200,1440,601,7,1343,596,1047,1276,614,826,262,7,937,503,940,99,756,0,706,1169,163,780,708,1131,392,228,1337,1273,1366
2018-04,애월읍,701039.2373,78770.97399999997,542930.6896,823,1047,1106,1440,41,1,1438,186,314,1440,415,943,763,501,1326,1093,932,1243,825,0,1440,798,229,1440,798,1023,656,511,1407,768,1440
2018-04,연동,1690230.3584,272757.9712,468135.11140000005,281,65,1091,1440,7,0,1428,206,804,1121,629,899,1363,824,1199,901,1406,951,722,0,1240,101,96,931,1217,897,890,29,1339,1237,1353
2018-04,영천동,66590.8876,10929.058100000002,69350.04100000001,34,0,168,1429,6,1,373,110,100,1030,65,140,3,3,190,1058,74,815,24,0,1362,37,337,691,13,65,2,2,843,298,1277
2018-04,예래동,102388.7978,14159.140699999998,139408.35249999998,978,79,1048,1440,184,17,980,169,422,634,197,529,193,44,292,289,127,27,78,2,391,203,196,337,195,95,117,0,1371,204,836
2018-04,오라동,135089.0174,10764.353,110313.99180000003,364,7,723,1437,32,10,969,65,85,937,95,277,48,17,76,154,649,75,9,0,748,8,88,245,269,135,700,1,488,274,1262
2018-04,외도동,43377.1199,3689.8000000000006,53941.9766,57,121,91,1295,1,0,684,2,64,713,5,398,37,477,268,17,243,482,4,0,105,2,50,977,6,372,37,1,841,316,806
2018-04,용담1동,20255.9345,2034.8213,37174.2522,4,5,175,1395,3,0,143,22,45,151,13,53,18,20,39,7,201,12,11,0,364,9,11,139,38,232,84,0,343,22,834
2018-04,용담2동,69471.613,19818.1381,147144.0146,123,104,519,1440,93,7,861,73,279,796,166,346,64,42,156,111,539,165,110,15,220,106,140,847,715,832,832,10,1130,77,1203
2018-04,우도면,5222.787200000001,1716.7779,47616.5586,3,7,37,972,3,0,126,8,30,1177,9,14,0,0,0,81,1,56,3,0,10,25,1,44,43,9,29,0,107,27,1007
2018-04,이도1동,79837.0926,13142.3955,67756.2087,12,29,211,1409,2,0,592,27,101,830,281,516,10,3,297,204,838,99,3,0,609,9,92,779,432,237,580,1,981,186,933
2018-04,이도2동,370747.6646,38797.8588,148948.5785,55,16,768,1440,8,0,1297,640,725,415,204,844,57,11,811,223,1064,1095,15,0,828,39,234,849,687,414,755,8,1322,1288,1221
2018-04,이호동,77547.90020000002,6102.541899999999,60646.26040000001,85,12,122,1422,2,0,258,17,74,603,28,65,7,7,716,17,93,21,49,1,707,10,5,490,62,361,847,1,798,715,955
2018-04,일도1동,16624.2417,5853.5106,61734.613,8,7,73,1377,1,0,859,11,13,1251,12,211,11,11,104,259,64,25,13,0,615,4,67,335,180,189,59,3,346,120,581
2018-04,일도2동,177177.4041,3215.6738000000005,59375.0688,7,37,406,1417,3,0,794,22,24,1121,49,685,10,4,736,236,274,74,1,1,573,12,52,789,667,499,70,4,973,101,1148
2018-04,정방동,89341.83899999996,8442.3102,112144.63299999999,36,5,248,1430,190,6,875,126,264,1053,70,146,25,2,216,38,9,3,32,0,24,61,29,710,107,30,6,0,744,292,1294
2018-04,조천읍,279646.0799,22066.280799999993,160787.1802,38,55,859,1423,137,1,1133,187,103,1250,229,199,14,14,768,1437,182,987,15,0,1178,694,150,1386,225,995,76,6,1151,184,1409
2018-04,중문동,169056.84680000003,9363.2644,100615.37559999997,642,80,1088,1432,25,54,1298,48,208,1206,174,74,13,65,380,570,460,164,50,0,791,447,66,730,511,19,16,0,1094,28,1148
2018-04,중앙동,28837.467400000005,3245.4231999999997,47438.0996,96,4,524,1371,3,0,419,15,65,217,7,64,269,6,113,33,29,0,5,0,47,6,9,396,11,1,7,0,894,6,426
2018-04,천지동,5313.8148999999985,507.1941000000001,31772.660199999995,25,22,130,1203,27,0,270,29,64,462,12,23,2,4,25,1,8,1,1,0,64,26,8,230,29,3,3,0,328,7,771
2018-04,추자면,26906.3518,16140.141399999997,152532.56110000002,5,31,25,1247,0,0,116,3,12,1346,335,7,2,26,303,645,33,368,0,0,498,0,42,555,11,84,16,3,164,45,1437
2018-04,표선면,247009.59520000004,20852.482500000002,82188.77439999998,42,30,981,1440,59,33,1436,155,91,1309,106,103,500,16,794,1285,744,927,9,0,789,264,1012,954,46,632,52,120,1036,718,1198
2018-04,한경면,116061.8261,4800.9695999999985,142830.64549999998,25,25,707,1363,5,0,876,50,620,1433,235,20,108,2,839,910,149,69,8,0,990,28,3,735,281,455,10,1,1025,101,1314
2018-04,한림읍,907842.0017,110573.14690000002,364028.2041,266,29,1163,1440,57,0,1150,95,424,1440,222,1090,213,383,1281,1218,775,1098,28,0,1341,269,11,1357,715,998,25,54,1181,482,1440
2018-04,화북동,180048.33560000002,10378.373800000001,38388.3656,9,17,63,1296,2,0,776,12,193,876,56,1151,6,656,277,991,126,509,4,0,1037,14,771,1039,22,681,6,0,792,81,1076
2018-04,효돈동,28103.412900000007,2430.3351999999995,10666.027399999999,44,0,141,829,6,2,81,49,8,201,8,13,0,4,683,567,1,8,0,1,30,8,31,695,41,3,1,1,487,25,157
2018-05,건입동,102087.59350000002,16103.598400000003,119204.663,44,21,265,1487,66,0,930,95,111,1457,113,660,43,4,219,710,141,358,83,0,539,8,218,1139,300,145,598,0,978,177,1366
2018-05,구좌읍,232446.0385,27687.994700000003,115588.72189999997,61,6,856,1474,98,0,1249,74,99,1447,81,725,14,5,800,1427,242,1045,25,0,1450,80,41,814,450,794,209,2,1196,493,1488
2018-05,남원읍,185301.9289,12585.797000000002,127536.48359999999,33,26,309,1485,30,2,598,347,56,1460,92,126,96,0,841,1487,444,1393,3,0,1338,82,171,1170,14,62,44,3,1270,48,1414
2018-05,노형동,1431367.1689,112464.6116,462735.4741,779,165,1219,1488,78,0,1322,585,778,1291,216,925,104,136,1057,534,1364,1251,262,0,1484,85,206,1484,753,756,919,7,1370,1084,1488
2018-05,대륜동,123118.59019999999,13852.3434,95381.5184,518,0,945,1458,470,0,1410,306,655,965,55,661,90,5,715,412,61,49,266,0,435,629,17,698,370,53,766,9,1287,57,1200
2018-05,대정읍,648353.3661999998,19282.853900000002,278735.1935,770,1,1071,1488,73,0,953,415,1301,1488,764,78,32,3,1096,1319,755,897,412,0,389,841,80,1157,312,924,1229,4,1062,665,1367
2018-05,대천동,93796.11150000003,6945.1867999999995,60675.207200000004,299,2,759,1463,19,0,1017,34,132,209,8,46,185,0,491,522,106,60,341,0,1058,105,4,362,672,122,321,12,991,117,850
2018-05,도두동,79459.2334,11944.0905,54485.861600000004,677,55,222,1487,18,1,624,49,72,611,48,148,18,5,729,27,156,49,88,0,342,33,8,104,216,206,687,2,354,85,962
2018-05,동홍동,198718.5274,32336.314100000003,61362.4363,439,1,887,1484,31,0,1167,61,305,828,21,680,12,0,713,71,36,65,16,0,341,20,46,986,14,91,87,40,960,363,765
2018-05,봉개동,30384.4809,11763.371200000001,45836.01329999999,18,7,316,1428,1,0,349,15,59,1109,36,128,2,2,153,512,173,885,0,0,916,5,290,183,74,237,46,0,797,25,1128
2018-05,삼도1동,75513.0647,5047.849700000001,49980.621199999994,8,1,576,1358,2,0,346,45,24,377,61,229,17,1,466,19,147,15,34,0,494,1,82,105,43,409,96,2,826,755,1095
2018-05,삼도2동,59410.28420000001,4063.8428999999996,77488.17460000001,26,2,354,1488,5,0,746,92,61,518,45,402,17,2,23,29,191,9,32,0,192,15,32,263,600,92,790,1,633,85,916
2018-05,삼양동,66014.2637,6487.2751,45361.03119999999,8,1,96,1435,6,0,877,29,29,534,22,738,7,6,1015,729,501,214,1,0,968,11,134,878,31,25,21,0,992,520,901
2018-05,서홍동,62952.690700000014,2186.0565,49586.33189999999,127,0,420,1326,16,0,246,10,14,992,4,57,2,0,257,79,18,53,0,0,17,12,21,801,4,3,20,265,913,4,1368
2018-05,성산읍,271521.6919,27202.509100000003,156247.84610000002,84,14,1198,1488,39,0,845,118,108,1488,848,629,715,4,760,1315,52,783,65,0,1134,60,148,846,143,332,210,673,1410,123,1483
2018-05,송산동,53795.03449999999,5504.9335,41106.96960000001,36,1,200,1410,21,0,633,119,25,909,52,23,10,0,7,539,40,57,0,0,14,0,21,125,8,4,23,7,956,40,1287
2018-05,아라동,1069708.0138,52666.195800000016,175056.9515,1047,782,846,1488,40,25,1451,199,762,1046,1338,1261,27,49,766,1280,1479,1163,14,0,839,57,1480,1167,623,428,214,0,1477,645,1488
2018-05,안덕면,944969.6972,168124.72030000002,199036.50819999998,846,9,1447,1488,627,0,1471,653,1161,1202,628,830,65,8,897,614,804,342,1187,0,465,1253,103,915,1312,889,511,260,1403,1007,1160
2018-05,애월읍,679982.5454000001,62467.137700000014,374488.6491999999,832,690,1222,1488,112,4,1459,180,425,1488,414,1015,749,611,1445,913,982,1296,840,0,1462,722,211,1482,858,1242,416,432,1476,927,1488
2018-05,연동,1734454.6994000003,326360.8885,464483.5601,213,28,1399,1488,102,24,1477,513,796,402,509,998,1203,1279,1358,1165,1445,1116,499,0,840,31,182,1413,889,600,1424,4,1408,1040,1400
2018-05,영천동,85850.4459,5933.2822,53222.0847,38,0,299,1397,7,1,802,40,7,953,26,47,3,2,154,836,32,1208,0,0,1064,12,404,881,9,65,49,2,957,34,1090
2018-05,예래동,102754.84080000002,18904.560899999997,124607.54419999999,669,36,1092,1488,67,0,936,261,326,298,82,710,120,3,596,373,176,749,110,0,494,147,136,397,249,55,189,293,1432,34,762
2018-05,오라동,122043.81850000001,13758.6523,105649.9553,92,28,775,1484,16,0,1253,143,124,760,82,221,357,7,141,76,347,62,22,0,799,11,46,423,267,142,778,2,662,295,1215
2018-05,외도동,54985.4108,6361.411,53308.855400000015,83,20,133,1456,3,0,793,5,10,290,4,410,25,461,346,28,209,598,4,24,53,3,32,1178,17,371,30,0,783,247,1001
2018-05,용담1동,25329.764999999992,3152.6746000000003,34204.315,5,2,136,1299,5,0,153,56,15,148,40,85,20,9,26,16,66,27,4,0,383,3,3,132,13,156,132,0,259,38,1003
2018-05,용담2동,68774.70519999998,24809.8614,149578.1948,171,45,599,1488,83,0,878,161,297,678,173,360,498,44,107,152,569,49,83,0,173,42,123,770,796,1002,843,14,1199,105,1192
2018-05,우도면,199.815,874.6409000000001,24350.184799999995,6,3,130,674,10,0,231,54,128,780,4,29,0,1,4,4,10,30,10,0,34,4,4,2,37,22,82,0,95,0,518
2018-05,이도1동,68370.72399999999,9454.444200000002,73310.8461,60,77,284,1446,4,0,682,31,128,408,69,501,10,6,304,241,762,57,25,0,613,10,105,758,605,75,653,1,1218,189,1043
2018-05,이도2동,387860.118,39932.8398,157031.44320000004,90,9,896,1486,7,3,1224,623,751,380,326,874,89,49,625,217,910,1152,24,0,1236,17,296,1029,729,404,797,47,1382,938,1362
2018-05,이호동,89638.87419999999,8865.6505,48660.5002,53,9,110,1437,4,0,254,17,33,243,5,57,38,2,610,76,77,22,27,0,747,4,8,356,62,443,630,0,726,574,1112
2018-05,일도1동,18572.360700000005,12064.794500000004,56612.2204,27,6,55,1380,3,0,996,12,19,1056,16,180,14,3,87,188,45,27,14,0,1113,4,48,301,62,149,132,1,203,43,601
2018-05,일도2동,154293.57090000005,1419.7156999999997,70600.1385,21,51,398,1463,57,0,864,16,41,1130,25,700,12,1,717,277,156,20,5,0,580,11,65,827,636,494,171,0,760,368,1280
2018-05,정방동,91440.99720000003,12428.8785,74488.6915,74,4,295,1464,239,0,901,141,314,709,62,345,284,3,262,38,22,12,25,0,53,12,92,1067,41,96,60,63,771,24,1163
2018-05,조천읍,298802.0529,35107.8742,149062.95960000006,239,50,1232,1488,93,4,1264,104,202,1183,114,244,7,22,791,1470,208,1340,13,0,1092,736,201,1326,179,848,134,2,1433,331,1422
2018-05,중문동,158625.11129999996,9878.345000000005,94956.06160000003,551,41,979,1488,44,0,1140,62,340,736,58,122,153,7,583,688,510,125,101,0,847,194,106,670,542,26,55,22,1257,150,818
2018-05,중앙동,28159.030700000003,4226.0221999999985,50009.5215,139,0,551,1379,10,0,756,43,26,62,24,86,135,0,115,36,32,20,7,0,58,23,16,533,7,12,35,12,869,3,645
2018-05,천지동,2090.3527000000004,1822.2181,26617.110400000005,81,1,227,1285,68,0,432,56,52,242,58,79,4,2,4,16,20,12,40,0,4,6,13,263,29,23,82,1,423,8,457
2018-05,추자면,15390.540500000001,6156.172700000001,64620.35920000001,13,8,92,1328,25,0,209,4,22,1082,184,47,5,47,602,405,83,431,0,0,571,3,126,640,30,147,38,0,236,104,1369
2018-05,표선면,230323.40180000002,27329.405199999997,84664.4523,45,1,1296,1482,7,0,1409,535,96,1460,83,164,571,0,709,1349,1067,1152,12,0,792,8,1361,894,93,736,74,6,1117,777,1114
2018-05,한경면,118741.73930000004,2250.7752,78694.09070000002,49,2,716,1410,24,4,939,22,634,1206,47,64,81,24,359,1106,99,393,6,0,926,68,63,781,168,378,16,4,729,22,1281
2018-05,한림읍,823709.4040999999,88514.93940000003,306747.60889999993,262,8,1255,1488,265,0,1444,93,594,1488,111,791,231,594,1432,1399,892,1465,15,0,1465,373,425,1357,722,1326,137,30,1317,647,1488
2018-05,화북동,188845.56729999997,6093.8828,39974.46950000001,101,2,124,1364,6,0,923,7,233,564,21,770,7,718,490,765,224,664,2,0,883,11,695,965,102,790,12,0,756,51,904
2018-05,효돈동,27181.243599999998,3410.8239999999996,17291.8696,24,1,55,1131,3,1,87,13,1,251,2,9,2,0,740,630,25,622,0,0,69,11,29,1147,5,5,13,0,472,24,183
2018-06,건입동,104916.7113,17644.9926,138869.09350000002,42,94,250,1440,23,0,929,80,188,1440,113,890,64,40,225,560,239,600,53,16,529,33,130,820,455,113,574,0,935,288,1359
2018-06,구좌읍,238209.15230000007,32119.737699999994,136465.0473,40,9,773,1440,101,2,1292,123,156,1435,126,674,87,22,1337,1390,377,785,29,4,1440,45,68,780,726,360,131,0,1351,436,1440
2018-06,남원읍,196955.8418,38224.079,145508.29829999997,190,1,264,1421,18,0,607,457,27,1424,122,175,81,2,733,1440,618,1263,13,1,1440,302,213,1168,50,88,48,0,1256,172,1424
2018-06,노형동,1497011.6281000003,120948.16739999998,470987.7714000001,805,143,1156,1440,131,4,1351,505,886,1070,264,850,109,134,860,707,1266,1019,220,3,1371,123,146,1188,1204,642,1372,22,1402,790,1440
2018-06,대륜동,105500.5786,19097.233299999996,106007.99469999998,535,8,966,1440,456,1,1268,155,496,1011,147,750,400,25,678,64,100,56,223,0,157,623,48,801,538,39,693,2,1184,285,1276
2018-06,대정읍,588007.5594,18494.167100000002,229285.58700000003,722,8,904,1440,59,24,1213,313,1158,1439,271,149,0,12,1116,1164,747,735,463,0,377,874,170,1432,258,1230,813,0,1117,63,1287
2018-06,대천동,106017.39109999996,6337.023499999998,64623.33130000002,251,0,657,1421,27,0,1053,22,135,372,58,131,192,22,672,602,48,53,498,1,1072,83,9,307,783,29,205,4,1080,178,902
2018-06,도두동,70754.30140000001,2005.7033,68157.8405,627,5,263,1426,19,0,790,17,200,480,148,119,25,1,689,50,124,40,124,3,220,41,99,96,334,51,524,50,500,87,938
2018-06,동홍동,196955.3235,22173.716399999998,67488.87670000001,387,0,777,1436,20,0,947,100,360,798,18,728,125,0,663,111,57,141,31,0,348,38,50,808,65,12,43,50,1247,53,1039
2018-06,봉개동,31200.12399999999,4070.1285999999996,55077.00820000001,23,1,340,1392,3,0,469,35,9,939,33,101,3,1,260,560,105,619,40,1,1092,7,251,304,14,244,11,1,831,172,1198
2018-06,삼도1동,78000.6837,5710.938699999999,50283.3414,11,3,519,1387,35,1,967,39,39,261,104,137,99,2,85,58,98,12,45,1,467,13,27,110,88,495,211,0,619,819,937
2018-06,삼도2동,57143.40530000001,4375.134899999999,83235.82900000001,12,15,331,1414,8,0,824,47,98,710,75,477,37,27,68,62,125,34,57,0,253,9,128,241,587,75,932,0,612,122,892
2018-06,삼양동,66991.0989,6193.8917999999985,41065.45189999999,17,24,88,1285,1,0,969,73,36,255,15,699,9,9,1213,1173,540,140,2,5,756,10,226,758,29,30,80,0,640,458,811
2018-06,서홍동,57646.35639999999,1358.8037000000002,36875.84540000001,103,0,386,1316,12,24,291,3,29,615,43,39,3,1,187,86,26,51,1,0,8,15,26,708,16,12,18,84,844,12,1045
2018-06,성산읍,256395.5034,32018.5518,191042.14479999998,58,13,1028,1440,143,35,821,152,141,1426,474,820,763,16,788,1326,119,814,94,119,1262,75,135,793,643,802,241,4,1398,83,1440
2018-06,송산동,44223.928700000004,8044.361500000003,54945.4465,650,0,268,1370,45,25,405,127,11,1143,199,96,16,0,52,278,55,91,9,0,34,30,55,100,34,2,45,0,839,38,1273
2018-06,아라동,1013671.9415000001,65455.9808,179661.9035,729,1009,867,1440,14,0,1352,48,1227,1181,1440,757,75,8,788,1387,1359,834,42,17,1034,113,1103,1059,687,719,345,2,1368,596,1439
2018-06,안덕면,734651.6462000002,136774.19340000002,231746.2907,824,46,1265,1440,462,19,1293,620,1278,1178,637,900,47,20,824,510,747,323,774,13,312,987,122,818,746,1070,579,63,1402,1152,1304
2018-06,애월읍,659506.307,74490.19930000001,528772.1947,774,637,1268,1440,181,3,1440,110,502,1440,310,1138,732,680,1218,1059,1131,1325,749,3,1439,688,251,1280,1153,1339,781,475,1437,980,1440
2018-06,연동,1772198.3751,285843.5797,499833.786,323,78,1128,1440,125,4,1409,432,1031,549,565,980,815,731,777,1033,1435,828,678,7,1151,109,72,1274,1063,704,1331,64,1339,858,1375
2018-06,영천동,89441.49240000002,9045.0812,73968.57620000001,102,0,226,1394,9,18,892,169,25,1208,74,88,6,0,223,765,39,944,19,2,1187,29,335,874,30,4,33,0,973,620,1075
2018-06,예래동,101027.35840000003,24530.601399999996,126043.9172,810,64,1126,1440,97,51,1058,181,449,405,326,760,288,5,300,122,348,644,70,33,426,132,162,253,261,81,442,167,1416,119,725
2018-06,오라동,123275.194,8745.9903,113708.5413,62,88,754,1429,6,0,1162,127,67,639,106,154,355,28,191,107,417,59,38,0,780,6,70,356,852,220,817,2,475,255,1234
2018-06,외도동,65132.67479999999,6200.728800000001,56120.6957,69,78,88,1321,0,0,498,4,7,338,39,453,13,515,323,14,162,599,12,0,28,4,4,1066,32,452,52,3,716,279,902
2018-06,용담1동,28433.949,2966.8593,30365.4345,2,1,108,1199,28,0,179,16,16,128,39,63,29,19,26,6,52,9,18,0,342,3,20,101,18,185,180,0,311,25,830
2018-06,용담2동,73744.84109999999,18773.695099999997,175268.4251,217,18,608,1440,109,22,921,114,310,598,224,433,556,96,111,126,627,81,163,15,193,163,145,652,724,783,954,13,1194,187,1167
2018-06,우도면,3651.6893,0.0,49076.68720000001,5,1,56,1209,27,0,448,41,32,1147,95,56,0,0,6,31,4,16,15,0,9,9,12,31,55,12,92,0,175,11,940
2018-06,이도1동,58914.1487,12985.4603,71737.38840000001,16,4,305,1390,66,0,672,22,69,355,142,371,28,12,56,163,704,71,35,0,682,19,164,700,482,103,322,1,863,374,985
2018-06,이도2동,386178.20839999994,33100.56750000001,162631.13520000002,107,80,762,1440,63,0,1123,781,722,643,275,1030,86,63,339,286,861,1018,12,2,1051,67,428,975,706,422,852,2,1077,1057,1170
2018-06,이호동,92718.41259999998,10287.833999999999,52438.63499999999,27,4,244,1434,3,0,305,16,37,165,40,19,8,6,1171,27,73,11,18,1,941,3,16,381,137,372,288,12,763,670,913
2018-06,일도1동,25895.565599999998,7685.8649000000005,57661.70010000001,18,2,203,1323,26,0,905,21,24,1119,25,118,59,35,85,99,67,15,14,0,1141,7,33,256,162,89,79,1,320,127,604
2018-06,일도2동,152821.2665,5040.725400000001,62251.33690000001,43,12,394,1393,3,0,584,13,23,870,18,958,30,52,691,279,172,42,5,3,490,17,35,820,799,417,389,0,816,517,1010
2018-06,정방동,71296.18999999999,19268.037299999996,79310.5495,35,0,246,1440,403,24,715,173,365,617,96,346,52,1,236,12,26,13,66,0,33,26,97,770,63,22,95,0,799,49,1019
2018-06,조천읍,315379.1304999999,33282.88249999999,157406.94910000003,74,4,1007,1440,152,0,1380,271,181,1033,161,318,176,310,749,1419,438,893,50,44,1154,612,194,1401,246,771,196,0,1419,148,1385
2018-06,중문동,170559.87770000004,7002.8287,114043.66689999998,478,79,1028,1440,67,7,1311,115,491,687,75,176,585,3,303,295,514,48,94,0,877,59,68,727,568,70,103,35,1364,532,913
2018-06,중앙동,31390.950699999998,5313.533400000001,51740.8119,83,1,548,1382,30,1,658,100,62,57,15,159,173,1,116,28,47,16,54,0,80,18,14,422,80,31,83,2,860,165,440
2018-06,천지동,2416.8466,3964.583000000001,34425.747500000005,27,0,199,1307,133,25,461,52,121,415,17,101,44,0,33,15,19,41,25,0,5,5,68,530,28,10,135,0,513,128,582
2018-06,추자면,10958.478100000002,5907.337700000001,88367.3936,4,3,72,1206,1,0,387,8,50,918,92,13,11,250,214,356,124,699,1,1,677,2,176,682,26,84,80,0,229,156,1314
2018-06,표선면,259601.54969999995,20640.9346,90370.8473,68,9,1243,1397,105,0,1047,512,74,1211,36,168,550,7,853,1205,1081,879,19,0,1172,63,1123,866,54,713,76,0,1053,704,1155
2018-06,한경면,128286.59210000001,2486.9665000000005,119500.56379999997,372,4,576,1422,75,2,1097,14,722,1359,117,59,12,126,627,854,114,712,35,0,1014,46,341,754,85,351,32,0,870,21,1349
2018-06,한림읍,812905.6649999999,107777.98879999999,334311.29110000003,90,22,1060,1440,174,0,1391,102,691,1440,364,644,431,524,1253,1421,866,1382,153,3,1318,371,575,1439,664,1082,203,15,1359,827,1440
2018-06,화북동,169690.4594,14038.1826,53156.226,8,2,594,1423,2,0,876,17,188,785,71,766,11,618,445,1136,260,579,1,7,1143,10,574,1123,78,727,26,1,724,87,939
2018-06,효돈동,27943.549400000004,8378.556,17173.2793,104,0,60,1004,3,0,168,21,3,162,2,22,0,0,748,587,3,639,22,0,673,2,35,1368,2,3,11,0,465,83,92
