base_date,emd_nm,em_cnt,em_g,pay_amt
2018-01-18,표선면,113,460000,13774
2018-01-18,화북동,1692,3705400,110739
2018-01-18,효돈동,165,769900,22827
2018-01-19,건입동,628,1585550,47406
2018-01-19,남원읍,327,1533550,45921
2018-01-19,노형동,3736,8422650,250719
2018-01-19,대륜동,692,1903050,55554
2018-01-19,대정읍,378,1517200,45430
2018-01-19,대천동,670,1844600,54808
2018-01-19,도두동,149,332500,9939
2018-01-19,동홍동,1454,3720850,109011
2018-01-19,봉개동,129,392450,11744
2018-01-19,삼도1동,918,2390200,71480
2018-01-19,삼도2동,550,1285950,37949
2018-01-19,삼양동,1364,3042200,89938
2018-01-19,서홍동,487,1430750,42435
2018-01-19,성산읍,93,454400,13612
2018-01-19,송산동,198,818700,23871
2018-01-19,아라동,1645,3670050,108465
2018-01-19,안덕면,72,257200,7700
2018-01-19,알수없음,39,345500,10357
2018-01-19,애월읍,103,234150,7001
2018-01-19,연동,2939,7019700,206941
2018-01-19,영천동,221,1105800,33111
2018-01-19,예래동,107,453300,12732
2018-01-19,오라동,689,1689850,50515
2018-01-19,외도동,1364,3091150,91944
2018-01-19,용담1동,478,1168850,34944
2018-01-19,용담2동,927,2279150,68150
2018-01-19,이도1동,593,1624350,48585
2018-01-19,이도2동,3269,7938700,237078
2018-01-19,이호동,225,542500,16217
2018-01-19,일도1동,214,803500,24053
2018-01-19,일도2동,2250,5532500,165419
2018-01-19,정방동,236,934250,27975
2018-01-19,중문동,648,1963400,55749
2018-01-19,중앙동,365,1721500,51558
2018-01-19,천지동,313,1316250,38475
2018-01-19,표선면,103,479150,14347
2018-01-19,화북동,1661,3532550,105577
2018-01-19,효돈동,161,692750,20456
2018-01-20,건입동,631,1463150,43736
2018-01-20,남원읍,329,1614450,48355
2018-01-20,노형동,3596,8131250,241851
2018-01-20,대륜동,700,1731950,50516
2018-01-20,대정읍,363,1377300,41231
2018-01-20,대천동,670,1877800,54876
2018-01-20,도두동,171,428100,12799
2018-01-20,동홍동,1542,4057300,119254
2018-01-20,봉개동,132,344100,10291
2018-01-20,삼도1동,942,2283450,68270
2018-01-20,삼도2동,530,1220000,36179
2018-01-20,삼양동,1402,3337900,98652
2018-01-20,서홍동,489,1419150,42009
2018-01-20,성산읍,74,348500,10439
2018-01-20,송산동,194,758400,21837
2018-01-20,아라동,1645,3893700,115388
2018-01-20,안덕면,111,326750,9781
2018-01-20,알수없음,47,254600,7628
2018-01-20,애월읍,111,212100,6336
2018-01-20,연동,2881,6615650,194815
2018-01-20,영천동,197,813300,24349
2018-01-20,예래동,115,445000,12353
2018-01-20,오라동,701,1901000,56856
2018-01-20,외도동,1229,2764250,82201
2018-01-20,용담1동,494,1317400,39403
2018-01-20,용담2동,950,2205700,65932
2018-01-20,이도1동,540,1446700,43271
2018-01-20,이도2동,3095,7738250,231094
2018-01-20,이호동,209,504150,15068
2018-01-20,일도1동,199,742650,22231
2018-01-20,일도2동,2126,5286800,158086
2018-01-20,정방동,218,877650,26273
2018-01-20,중문동,575,1785150,51048
2018-01-20,중앙동,384,1844700,55239
2018-01-20,천지동,325,1370600,40043
2018-01-20,표선면,103,409600,12264
2018-01-20,화북동,1675,3595250,107413
2018-01-20,효돈동,152,727500,21654
2018-01-21,건입동,676,1716900,51335
2018-01-21,남원읍,312,1324750,39666
2018-01-21,노형동,4160,9594850,285602
2018-01-21,대륜동,781,2001100,58335
2018-01-21,대정읍,367,1311900,39263
2018-01-21,대천동,737,1898200,56586
2018-01-21,도두동,216,578100,17287
2018-01-21,동홍동,1610,4202200,124000
2018-01-21,봉개동,155,468200,14008
2018-01-21,삼도1동,1082,2726100,81506
2018-01-21,삼도2동,621,1456200,43186
2018-01-21,삼양동,1700,3939650,116074
2018-01-21,서홍동,496,1598200,47296
2018-01-21,성산읍,74,302100,9046
2018-01-21,송산동,212,746150,21571
2018-01-21,아라동,1963,4385450,129447
2018-01-21,안덕면,107,388700,11632
2018-01-21,알수없음,34,311350,9330
2018-01-21,애월읍,133,310450,9282
2018-01-21,연동,3308,7663800,225787
2018-01-21,영천동,205,941650,27587
2018-01-21,예래동,105,339600,9749
2018-01-21,오라동,847,2038500,60948
2018-01-21,외도동,1511,3662250,108874
2018-01-21,용담1동,573,1531800,45799
2018-01-21,용담2동,1167,2811450,84050
2018-01-21,이도1동,670,1982750,59323
2018-01-21,이도2동,3938,9710550,289766
2018-01-21,이호동,273,713850,21351
2018-01-21,일도1동,226,822200,24608
2018-01-21,일도2동,2711,7023250,210013
2018-01-21,정방동,210,896550,26848
2018-01-21,중문동,680,2109400,59862
2018-01-21,중앙동,389,1646150,49287
2018-01-21,천지동,296,1218800,35035
2018-01-21,표선면,104,339800,10167
2018-01-21,화북동,1966,4368600,130568
2018-01-21,효돈동,156,626350,18534
2018-01-22,건입동,632,1586400,47435
2018-01-22,남원읍,351,1486600,44504
2018-01-22,노형동,3787,8666500,258424
2018-01-22,대륜동,729,1860100,54393
2018-01-22,대정읍,393,1407600,42140
2018-01-22,대천동,648,1684600,50060
2018-01-22,도두동,186,569450,17040
2018-01-22,동홍동,1593,4177200,122987
2018-01-22,봉개동,107,298750,8936
2018-01-22,삼도1동,929,2258000,67504
2018-01-22,삼도2동,528,1273400,37534
2018-01-22,삼양동,1435,3290150,97119
2018-01-22,서홍동,488,1492300,44402
2018-01-22,성산읍,84,405200,12136
2018-01-22,송산동,200,734650,21252
2018-01-22,아라동,1760,4133000,122526
2018-01-22,안덕면,101,357400,10698
2018-01-22,알수없음,45,396400,11883
2018-01-22,애월읍,135,279150,8348
2018-01-22,연동,2971,6764850,200910
2018-01-22,영천동,203,861500,25793
2018-01-22,예래동,94,429600,12288
2018-01-22,오라동,698,1732900,51802
2018-01-22,외도동,1334,3122900,93215
2018-01-22,용담1동,491,1397950,41806
2018-01-22,용담2동,991,2212150,66116
2018-01-22,이도1동,607,1764100,52764
2018-01-22,이도2동,3334,8257400,246779
2018-01-22,이호동,231,586400,17543
2018-01-22,일도1동,206,757850,22686
2018-01-22,일도2동,2269,5627000,168259
2018-01-22,정방동,237,831350,24873
2018-01-22,중문동,665,1831300,52454
2018-01-22,중앙동,389,1833900,54923
2018-01-22,천지동,318,1280100,37498
2018-01-22,표선면,112,454600,13608
2018-01-22,화북동,1737,3770650,112680
2018-01-22,효돈동,158,603300,17844
2018-01-23,건입동,512,1298850,38834
2018-01-23,남원읍,321,1352500,40495
2018-01-23,노형동,3374,7825600,233551
2018-01-23,대륜동,639,1709600,49511
2018-01-23,대정읍,327,1437150,43039
2018-01-23,대천동,600,1568100,46664
2018-01-23,도두동,154,364550,10900
2018-01-23,동홍동,1410,3498850,103326
2018-01-23,봉개동,114,270050,8073
2018-01-23,삼도1동,881,2160250,64587
2018-01-23,삼도2동,465,1062100,31322
2018-01-23,삼양동,1211,2823450,83126
2018-01-23,서홍동,483,1484350,44095
2018-01-23,성산읍,72,314200,9407
2018-01-23,송산동,184,704600,20827
2018-01-23,아라동,1527,3540950,104933
2018-01-23,안덕면,76,272950,8169
2018-01-23,알수없음,26,187550,5619
2018-01-23,애월읍,101,168200,5023
2018-01-23,연동,2743,6387950,190604
2018-01-23,영천동,190,880900,26380
2018-01-23,예래동,92,430850,12265
2018-01-23,오라동,643,1438700,42998
2018-01-23,외도동,1208,2725650,81479
2018-01-23,용담1동,430,1165400,34859
2018-01-23,용담2동,838,1995150,59654
2018-01-23,이도1동,546,1511050,45193
2018-01-23,이도2동,2938,6664150,199146
2018-01-23,이호동,190,437850,13090
2018-01-23,일도1동,157,688000,20597
2018-01-23,일도2동,2004,4883550,146003
2018-01-23,정방동,237,918400,27493
2018-01-23,중문동,563,1637750,46634
2018-01-23,중앙동,392,1947400,58323
2018-01-23,천지동,315,1397050,40261
2018-01-23,표선면,102,334800,10018
2018-01-23,화북동,1533,3198450,95565
2018-01-23,효돈동,112,420800,12445
2018-01-24,건입동,455,1138150,34029
2018-01-24,남원읍,234,978500,29295
2018-01-24,노형동,3184,7389350,220561
2018-01-24,대륜동,663,1716000,49725
2018-01-24,대정읍,338,977100,29249
2018-01-24,대천동,590,1453250,43277
2018-01-24,도두동,131,315650,9437
2018-01-24,동홍동,1422,3638900,107331
2018-01-24,봉개동,70,186450,5574
2018-01-24,삼도1동,725,1797300,53735
2018-01-24,삼도2동,441,1054950,30867
2018-01-24,삼양동,1145,2659100,78420
2018-01-24,서홍동,460,1362500,40466
2018-01-24,성산읍,74,366800,10987
2018-01-24,송산동,201,798200,23553
2018-01-24,아라동,1303,2893550,85419
2018-01-24,안덕면,77,329100,9856
2018-01-24,알수없음,28,232950,6983
2018-01-24,애월읍,106,229400,6855
2018-01-24,연동,2449,5484850,163770
2018-01-24,영천동,205,984050,29386
2018-01-24,예래동,72,277000,7921
2018-01-24,오라동,595,1458950,43619
2018-01-24,외도동,1095,2485100,74300
2018-01-24,용담1동,350,944650,28255
2018-01-24,용담2동,690,1568500,46900
2018-01-24,이도1동,469,1374800,41127
2018-01-24,이도2동,2559,6040900,180484
2018-01-24,이호동,204,564000,16872
2018-01-24,일도1동,157,594750,17803
2018-01-24,일도2동,1614,3878800,115968
2018-01-24,정방동,208,836600,25052
2018-01-24,중문동,520,1392300,39779
2018-01-24,중앙동,361,1789300,53597
2018-01-24,천지동,320,1370450,39503
2018-01-24,표선면,94,330650,9901
2018-01-24,화북동,1404,2990300,89369
2018-01-24,효돈동,126,579200,17197
2018-01-25,건입동,487,1103000,32967
2018-01-25,남원읍,253,1152250,34504
2018-01-25,노형동,3306,7373150,219902
2018-01-25,대륜동,700,1806500,52739
2018-01-25,대정읍,303,1203700,36029
2018-01-25,대천동,637,1604900,47777
2018-01-25,도두동,153,357150,10677
2018-01-25,동홍동,1468,3701300,109303
2018-01-25,봉개동,88,247900,7416
2018-01-25,삼도1동,857,1993500,59583
2018-01-25,삼도2동,473,1094700,32045
2018-01-25,삼양동,1253,2973300,87556
2018-01-25,서홍동,447,1329700,39557
2018-01-25,성산읍,60,321250,9623
2018-01-25,송산동,181,686350,20305
2018-01-25,아라동,1355,3060100,91141
2018-01-25,안덕면,64,243100,7279
2018-01-25,알수없음,31,339800,10187
2018-01-25,애월읍,108,204100,6100
2018-01-25,연동,2559,6016100,179538
2018-01-25,영천동,183,774600,23196
2018-01-25,예래동,69,231100,6429
2018-01-25,오라동,657,1632250,48804
2018-01-25,외도동,1181,2551850,76263
2018-01-25,용담1동,431,1253200,37485
2018-01-25,용담2동,842,2045850,61156
2018-01-25,이도1동,537,1616700,48356
2018-01-25,이도2동,2879,7188700,214844
2018-01-25,이호동,197,486150,14531
2018-01-25,일도1동,162,594800,17806
2018-01-25,일도2동,1807,4475000,133799
2018-01-25,정방동,212,897750,26882
2018-01-25,중문동,522,1589150,45725
2018-01-25,중앙동,345,1877100,56225
2018-01-25,천지동,295,1179650,34026
2018-01-25,표선면,89,389350,11657
2018-01-25,화북동,1418,3075600,91940
2018-01-25,효돈동,141,586900,17469
2018-01-26,건입동,532,1415400,42338
2018-01-26,남원읍,287,1392400,41705
2018-01-26,노형동,3288,7511500,224170
2018-01-26,대륜동,679,1726500,50323
2018-01-26,대정읍,262,877950,26282
2018-01-26,대천동,600,1479400,43781
2018-01-26,도두동,163,423650,12668
2018-01-26,동홍동,1374,3469200,102373
2018-01-26,봉개동,95,275600,8249
2018-01-26,삼도1동,748,1816600,54304
2018-01-26,삼도2동,490,1256200,37193
2018-01-26,삼양동,1246,2857900,84311
2018-01-26,서홍동,440,1291300,38519
2018-01-26,성산읍,82,363950,10896
2018-01-26,송산동,191,690750,20276
2018-01-26,아라동,1503,3471700,103489
2018-01-26,안덕면,75,283250,8480
2018-01-26,알수없음,33,234750,7035
2018-01-26,애월읍,97,240600,7191
2018-01-26,연동,2498,5759150,171858
2018-01-26,영천동,193,882400,26420
2018-01-26,예래동,86,362050,10370
2018-01-26,오라동,589,1485500,44407
2018-01-26,외도동,1135,2501350,74762
2018-01-26,용담1동,397,1080600,32320
2018-01-26,용담2동,812,1907300,57018
2018-01-26,이도1동,498,1355100,40535
2018-01-26,이도2동,2874,6931150,207173
2018-01-26,이호동,193,538300,16108
2018-01-26,일도1동,175,617900,18498
2018-01-26,일도2동,1987,4997350,149416
2018-01-26,정방동,215,847800,25381
2018-01-26,중문동,531,1577350,44907
2018-01-26,중앙동,355,1667850,49900
2018-01-26,천지동,277,1189600,34169
2018-01-26,표선면,109,503550,15082
2018-01-26,화북동,1503,3273250,97826
2018-01-26,효돈동,165,734400,21625
2018-01-27,건입동,635,1593750,47663
2018-01-27,남원읍,322,1707700,51160
2018-01-27,노형동,3654,8568400,255493
2018-01-27,대륜동,636,1728500,50846
2018-01-27,대정읍,369,1412350,42280
2018-01-27,대천동,652,1676100,49828
2018-01-27,도두동,166,514500,15394
2018-01-27,동홍동,1428,3665000,108153
2018-01-27,봉개동,135,384100,11489
2018-01-27,삼도1동,985,2576550,77044
2018-01-27,삼도2동,519,1180300,34843
2018-01-27,삼양동,1440,3564150,105522
2018-01-27,서홍동,426,1244850,36924
2018-01-27,성산읍,81,360300,10788
2018-01-27,송산동,201,830800,24153
2018-01-27,아라동,1766,4263500,126978
2018-01-27,안덕면,107,405800,12150
2018-01-27,알수없음,35,340350,10203
2018-01-27,애월읍,114,245150,7324
2018-01-27,연동,2868,6836400,204118
2018-01-27,영천동,184,824200,24676
2018-01-27,예래동,122,562900,16185
2018-01-27,오라동,686,1679150,50206
2018-01-27,외도동,1328,3213950,96086
2018-01-27,용담1동,523,1432900,42841
2018-01-27,용담2동,1002,2251900,67311
2018-01-27,이도1동,602,1846450,55241
2018-01-27,이도2동,3262,8331300,248954
2018-01-27,이호동,235,604150,18065
2018-01-27,일도1동,190,641150,19185
2018-01-27,일도2동,2096,5472850,163666
2018-01-27,정방동,221,1034050,30961
2018-01-27,중문동,617,1830300,52518
2018-01-27,중앙동,331,1634150,48875
2018-01-27,천지동,289,1357750,38833
2018-01-27,표선면,116,476800,14274
2018-01-27,화북동,1658,3738550,111737
2018-01-27,효돈동,139,626950,18512
2018-01-28,건입동,596,1454700,43490
2018-01-28,남원읍,287,1285250,38486
2018-01-28,노형동,3925,9322500,278289
2018-01-28,대륜동,738,2005400,58348
2018-01-28,대정읍,368,984700,29470
2018-01-28,대천동,667,1628650,48349
2018-01-28,도두동,182,543200,16255
2018-01-28,동홍동,1480,3793450,111748
2018-01-28,봉개동,151,393950,11782
2018-01-28,삼도1동,966,2414350,72198
2018-01-28,삼도2동,517,1155100,34102
2018-01-28,삼양동,1552,3727050,109963
2018-01-28,서홍동,455,1325700,39281
2018-01-28,성산읍,70,309200,9259
2018-01-28,송산동,210,754100,21987
2018-01-28,아라동,1840,4272600,127047
2018-01-28,안덕면,78,324350,9711
2018-01-28,알수없음,27,223200,6687
2018-01-28,애월읍,136,313500,9369
2018-01-28,연동,2972,7026600,209767
2018-01-28,영천동,183,782350,23381
2018-01-28,예래동,90,405300,11467
2018-01-28,오라동,793,1933600,57814
2018-01-28,외도동,1408,3301300,98704
2018-01-28,용담1동,489,1324250,39600
2018-01-28,용담2동,936,2370350,70884
2018-01-28,이도1동,585,1618700,48414
2018-01-28,이도2동,3432,8606550,257172
2018-01-28,이호동,224,480650,14359
2018-01-28,일도1동,181,723750,21666
2018-01-28,일도2동,2348,5956400,178115
2018-01-28,정방동,169,748600,22419
2018-01-28,중문동,599,1806300,51506
2018-01-28,중앙동,364,1610550,48183
2018-01-28,천지동,289,1247800,35089
2018-01-28,표선면,96,380700,11397
2018-01-28,화북동,1610,3424300,102313
2018-01-28,효돈동,150,597150,17740
2018-01-29,건입동,487,1230650,36796
2018-01-29,남원읍,308,1582050,47387
2018-01-29,노형동,3403,8125100,242552
2018-01-29,대륜동,647,1717300,49973
2018-01-29,대정읍,336,1296400,38807
2018-01-29,대천동,625,1619100,47959
2018-01-29,도두동,167,450550,13472
2018-01-29,동홍동,1483,3768700,111352
2018-01-29,봉개동,112,287100,8582
2018-01-29,삼도1동,818,2049850,61277
2018-01-29,삼도2동,470,1089750,32114
2018-01-29,삼양동,1297,3213600,94849
2018-01-29,서홍동,451,1531900,45683
2018-01-29,성산읍,69,366100,10967
2018-01-29,송산동,193,822000,24034
2018-01-29,아라동,1580,3648500,108756
2018-01-29,안덕면,85,281250,8414
2018-01-29,알수없음,34,291750,8744
2018-01-29,애월읍,131,275250,8226
2018-01-29,연동,2663,6214000,185522
2018-01-29,영천동,203,1133800,33964
2018-01-29,예래동,91,378250,10689
2018-01-29,오라동,655,1649350,49321
2018-01-29,외도동,1205,2899850,86682
2018-01-29,용담1동,394,1100050,32898
2018-01-29,용담2동,820,1943950,58107
2018-01-29,이도1동,545,1683450,50371
2018-01-29,이도2동,2928,7159850,213973
2018-01-29,이호동,196,462050,13810
2018-01-29,일도1동,175,687650,20585
2018-01-29,일도2동,1918,4842100,144774
2018-01-29,정방동,221,836250,25029
2018-01-29,중문동,525,1594000,45683
2018-01-29,중앙동,358,1592150,47674
2018-01-29,천지동,274,1202100,34437
2018-01-29,표선면,105,398400,11927
2018-01-29,화북동,1478,3401050,101679
2018-01-29,효돈동,155,668150,19678
2018-01-30,건입동,600,1397550,41776
2018-01-30,남원읍,314,1419800,42523
2018-01-30,노형동,3555,8104200,241829
2018-01-30,대륜동,678,1916150,55721
2018-01-30,대정읍,313,1246400,37310
2018-01-30,대천동,602,1524200,45339
2018-01-30,도두동,159,379600,11346
2018-01-30,동홍동,1451,3751400,110220
2018-01-30,봉개동,117,277150,8280
2018-01-30,삼도1동,922,2276400,68059
2018-01-30,삼도2동,532,1146300,33757
2018-01-30,삼양동,1377,3297750,97324
2018-01-30,서홍동,459,1345400,39742
2018-01-30,성산읍,95,325450,9739
2018-01-30,송산동,196,721150,21313
2018-01-30,아라동,1547,3413500,101676
2018-01-30,안덕면,89,342000,10238
2018-01-30,알수없음,41,270800,8113
2018-01-30,애월읍,124,259650,7764
2018-01-30,연동,2811,6601200,196945
2018-01-30,영천동,208,992450,29726
2018-01-30,예래동,91,424700,11998
2018-01-30,오라동,703,1723300,51523
2018-01-30,외도동,1296,3000100,89675
2018-01-30,용담1동,477,1302100,38944
2018-01-30,용담2동,922,2217250,66280
2018-01-30,이도1동,546,1583200,47349
2018-01-30,이도2동,3221,7793850,232895
2018-01-30,이호동,211,473950,14170
2018-01-30,일도1동,189,731700,21902
2018-01-30,일도2동,2152,5207800,155710
2018-01-30,정방동,225,838750,25103
2018-01-30,중문동,549,1503350,43418
2018-01-30,중앙동,343,1575450,47161
2018-01-30,천지동,295,1249350,35945
2018-01-30,표선면,108,459850,13767
2018-01-30,화북동,1648,3818450,114148
2018-01-30,효돈동,164,661900,19658
2018-01-31,건입동,571,1373800,41070
2018-01-31,남원읍,301,1282000,38387
2018-01-31,노형동,3422,7640800,227867
2018-01-31,대륜동,678,1796000,52584
2018-01-31,대정읍,325,1138750,34073
2018-01-31,대천동,602,1490150,44259
2018-01-31,도두동,173,472450,14130
2018-01-31,동홍동,1340,3340100,98293
2018-01-31,봉개동,127,347800,10398
2018-01-31,삼도1동,839,2137850,63929
2018-01-31,삼도2동,505,1291550,38240
